auroc aupr
0.9009593390475933 0.3606101870601446
0.9040679210352737 0.37586076059938944
0.8822406047462551 0.28338843257493784
0.9123970616502806 0.3061655565493534
0.8242184918759587 0.30775271468836535
0.8653194318965247 0.3710524924453259
0.8998477878245192 0.3960371637451863
0.9141718065282917 0.36989805435873524
0.9091236136949555 0.34471007998896586
0.9064658862577853 0.35765000668524094
0.9006070606491082 0.35763447121252734
0.9092596024496779 0.3551167055012864
0.8790018591706996 0.3327421832660282
0.9163433676345617 0.4334269730576357
0.8894182505818847 0.35398177316561796
0.8657234095320147 0.24753497389708637
0.9091782308071894 0.36924733350575045
0.9182180484951563 0.3884905953912531
0.9083957754867693 0.36712186120800494
0.8756315829277483 0.3436981978199589
0.8896284159659777 0.3569574359581183
0.9333429575616379 0.45135906502594175
0.8822128597039425 0.3547354442783478
0.884999563064092 0.3593770119582829
0.8853967371992428 0.35316320516164906
0.8829106796426536 0.3542184676526294
0.8469056146680067 0.2847624571954368
0.8282694516610466 0.3104515342906535
0.9024713712237475 0.3712372163474079
0.8368798450593847 0.3149570137120997
0.8975049994475911 0.4037520968669021
0.8772039667418228 0.3300227386462574
0.8738934049717361 0.36835654911778304
0.9007272737013737 0.39071154644433576
0.9067856405415349 0.4112730726985692
0.9093010371707521 0.39231228334070145
0.86550919920377 0.31895279404597776
0.8710192376486103 0.3286886003844094
0.907601188039489 0.40176185989659263
0.8904564078138938 0.3758513824227847
0.9079593922890891 0.38533620381121675
0.9072855033854862 0.3833094237278176
0.9081409621418433 0.4266655854383699
0.9054039870159625 0.3681483115709637
0.9135961883548933 0.41517354441702325
0.9071047043965286 0.41499404665805695
0.881481773879323 0.37934309425097423
0.9033680211201 0.3693381200287045
0.935862365855836 0.3845030386126872
0.8977296059214079 0.34223653554191347
0.9031031571689265 0.4289173594318968
0.9051715310186236 0.35821545364237717
0.8698272308685518 0.39779279111133237
0.867622234153351 0.3420959212737904
0.9022224741487297 0.4385843536747412
0.8596903327870831 0.3655191719507678
0.8787373585215966 0.3908391968362265
0.857685690095199 0.3963736138316636
0.8899900678491617 0.45386146304015385
0.8838056545346523 0.4289124766434197
0.8789264999800308 0.38101734979364693
0.8768293953247166 0.36413066448212145
0.8278591127694865 0.3363928173941594
0.8455208418837371 0.3424824190121891
0.8915109147567338 0.4045151008688147
0.8491955264040986 0.32078854484373637
0.8695474039081234 0.25892169447099866
0.8887852773363297 0.34225824690618084
0.8956303910206136 0.37543121104591026
0.8793130058720358 0.4022595269024021
0.9014975724012292 0.4057883625172993
0.905426109325678 0.4210252169222622
0.8934662185043644 0.4098060869380825
0.8439408589975669 0.26305147534618206
0.9091975931098785 0.45132206642369666
0.9094326579982862 0.4338241285608692
0.9103524591744223 0.42258251401309915
0.9117577484479266 0.4449319454155351
0.9088926839666955 0.4143156875412811
0.8980641142056127 0.4291676926538235
0.9119321435572412 0.4429972793548237
0.9100284172149344 0.4731620120537921
0.89152810887776 0.4233943870286425
0.9043577400242719 0.4373927089937882
0.9054192625497014 0.36372933145962205
0.9051714810521372 0.45015130748586124
0.8871099033374392 0.3558130351471275
0.9194858067992746 0.4660840607199652
0.8956444569407542 0.3685496816595525
0.9017441464071225 0.4000814389973386
0.8957371510617309 0.4035982352023548
0.8899674615951947 0.35956117007958965
0.8994250235787477 0.3945597257361574
0.8981784822024859 0.3915896871828865
0.9038220401842239 0.4168338626158521
0.8886264546866911 0.38145568719089873
0.9095961467077046 0.45877904067787567
0.8955563970241444 0.34922334131295113
0.9130377782624289 0.45715298161752344
0.904407857146335 0.387231352399379
0.9102638295281344 0.40989397357394125
0.8996026530263728 0.4188878148220618
0.9036370639633323 0.4273341300784169
0.8811011223306122 0.35019006887874243
0.886827059326107 0.39169712145446844
0.888061158447266 0.35805641052987036
0.8919105278704778 0.38882358213096113
0.9120053670204201 0.38312192357634145
0.9081648218245185 0.3879071030272776
0.9080926902030957 0.4162706926098301
0.908260766450532 0.42957190726514566
0.9002919633250758 0.3775909312352911
0.9102165718320714 0.43425509409764046
0.8884873789952641 0.4101275565484234
0.8932726249215069 0.37473652989454453
0.905981829597918 0.4027999234691173
0.8907309817080583 0.3818860910465925
0.9130074549550625 0.46589290886569673
0.905264817180321 0.425725233074758
0.8401541453242382 0.29722808531166894
0.9041692378209276 0.32343692266494406
